text	label
"Nous allons traiter : "" 𝐌𝐞́𝐜𝐚𝐧𝐢𝐬𝐦𝐞𝐬 𝐢𝐦𝐦𝐮𝐧𝐨𝐥𝐨𝐠𝐢𝐪𝐮𝐞𝐬 𝐥𝐢𝐞́𝐬 𝐚̀ 𝐥𝐚 𝐯𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 "".
Suivez tous nos articles au sujet de ce thème sur le groupe Facebook : 𝐒𝐀𝐋𝐄𝐌 𝐒𝐚𝐧𝐭𝐞́ https://t.co/wiK8zwpML7
#labosalem #salemti #covid19 #vaccination https://t.co/oLVmSpljq1"	3
"Hazard sur la vaccination et si vous voulez aller fêter un Euro sur la Grande Place 👀🇧🇪
 https://t.co/gibHy3RmPO"	4
Oui on le paiera... Mais pas mes enfants.. 😡 non à la vaccination obligatoire !!!!  https://t.co/8ar20wCZ26	2
"L'attestation de vaccination à un QR code pour l'appli anti-covid

Le QR code 2D-Doc, c'est pour quoi ?"	1
Mdrrr honte à toi oui, que tu veuilles te faire vacciner avec une version expérimentale du vaccin c’est ton pb mais vaccination obligatoire faut arrêter. Des milliers ont des effets secondaires graves et personne n’en parle https://t.co/mStlzUdAA7	2
#TPMP HANOUNA,  laissez parler ces gens contre la vaccination est criminel!! Quant à Verdez, que pensez d'un tel pantin ?	1
"#FNIM ✔️ marché du #médicament à la loupe 🔎

Le développement des services n’échappe pas aux #groupements, au-delà même de la crise #COVID19 

✔️ #teleconsultation
✔️ #test &amp; #vaccination
✔️livraison à domicile, Bilan de médication.....
#hcsmeufr #officine https://t.co/FiDajgi0AM"	3
"Pas. 
Un. 
Seul... 
Lieu de vaccination ouvert pour les RV à @metropolerennes, même pour les soi-disant ""prioritaires"". 😏"	1
"Avec l’arrivée du #PassSanitaire au niveau européen et l’accélération de la #vaccination à l’échelle mondiale, l’espoir de revoir de la musique live se profile à vue de nez!

Parce que la #musique adoucit les mœurs : un extrait de douceur🤘

#DeathOldSchool #Metal @julienhelwin https://t.co/7SLxUuwJYa"	1
Pour moi, le program de vaccination genetic est un des plus severe crimes contre humanité	2
"C'est épouvantable! 65% pour la vaccination des 12-17 ans!😬😬😬
Votez et RT pour inverser la tendance!
https://t.co/wBrewk5Acq https://t.co/5KGZTFI1Pj"	2
🤔Est-ce que vous aussi suite à la vaccination vous avez eu un effet secondaire type: j'veux manger des crêpes au lit? https://t.co/58e4Cr8Cy2	3
Je peux même pas faire le selfie vaccination pansement/mirror la dame m'as trop bien piquée 🥲	1
"#SEV2021 | La semaine européenne de la vaccination continue ! 
Retrouvez 3 raisons de se faire vacciner contre la #Covid19 :
✅ Se protéger
✅ Protéger les plus fragiles
✅ Se retrouver
📲Toutes les infos sur : https://t.co/d0XJ0bqGWh

@sante_gouv https://t.co/flpwfJJm1N"	1
"#Covid19 : vaccination pour les personnels / accès prioritaire aux tests pour les personnels et pour les élèves : https://t.co/FPkTiPBQrA
@education_gouv https://t.co/urwZWLQt0k"	1
"Séance de vaccination dose 1 ✔️ en vue de tenir les bureaux de vote pour les futures élections @Gard
et @Occitanie
Pour l'instant tout va bien... 
#Covid_19
#Uzès https://t.co/MC0J3flf4d"	1
Moderna Vaccination Club Part II	3
"Grand moment de bonheur, je suis enfin vacciné! Merci beaucoup à toute l’équipe du @CIUSSSE_CHUS pour l’accueil et l’organisation de l’opération de vaccination en #Estrie.  💉 

Un merci particulier à France, ma gentille vaccinatrice. 😊

En route vers la liberté! https://t.co/yVfwMyDJTk"	1
Epidémie de Covid : la vaccination, une arme qui a fait ses preuves https://t.co/lmSWEh4s6L	1
Vaccination Certification &amp; Verification, powered by #Zebra Technologies: https://t.co/Z6PBDqoZWj	4
Quelle galère de trouver des horaires de vaccination omg	1
Quand tu ne peux pas te résoudre à aller te coucher... #Doctolib #vitemadose #refresh #vaccination https://t.co/NLaBye0XET	1
Naïve et enthousiaste, elle chercha un rdv pour la vaccination, avant de réaliser qu'il y a un centre pour 50 000 habitants et que n'ayant aucune priorité (on ne va pas s'en plaindre, pour une fois)... A moins d'un désistement, dans deux mois j'y suis encore...	1
J'ai toujours pas pu avoir de rdv de vaccination, mais au moins, j'ai réussi à choper une RTX 3070. On peut pas tout avoir, hein.	1
"Covid-19 : le Gabon étend sa campagne de vaccination à l’ensemble du territoire à compter de ce lundi
https://t.co/t4iIm0vTRQ https://t.co/x8LBszvjhB"	3
Avec ma mère on a rdv dans le même centre de vaccination le même jour à 1h d'écart	1
Lancement de la deuxième dose de vaccination #CoronaVaccination #AntiCovid au #Togo https://t.co/8Jrox2KDrG	1
"Salut ! J’ai créé un petit script qui publie un message sur un canal Telegram dès qu’il détecte un créneau de vaccination Pfizer ouvert à toute personne de plus de 18 ans à Troyes, n’hésitez pas à partager :)

https://t.co/snwgvfZKIh"	1
ENQUETE MONDIALE SUR LA VACCINATION COVID CHEZ LES PERSONNES ATTEINTES D'UN RHUMATISME DONT LA FIBROMYALGIE | @scoopit https://t.co/z5kQJeR2Fv	3
Le centre de vaccination de @SHerblain qui refoule les personnes de plus de 18 ans qui s'inscrivent le jour même sur les créneaux vides, ca le fait moyen quand même... Le rdv a pourtant été pris sur @doctolib @ViteMaDose_off	1
Découvre ce qui se cache derrière la vaccination COVID19: https://t.co/HbBoMbnyZn	3
"💉🦠VACCINATION COVID🦠💉

✅Cela fait maintenant 5️⃣ Mois, que nos bénévoles se mobilisent en moyenne 6️⃣ jours / semaine sur le centre de vaccination de #Laval.

@ars_pdl @Prefet53 @lamayenne @ProtecCivilefr @Laval_la_Ville https://t.co/uqW87LcnCR"	1
How to vacine register 18plus pepole https://t.co/6dpishsSQb	1
"@PascalPraud macron aurait demandé  aux journalistes de ne pas poser de question sur la mort du policier hier en visite dans un centre de vaccination 
Les journalistes seraient ils â la solde du pouvoir"	4
Bonsoir monsieur @Le___Doc je met permet une petite question ( désolé si vous avez déjà répondu à qq d'autres ) : j'ai pris un RDV au 15 juin,(vu les annonces @EmmanuelMacron) mais est-ce que c'est réservation à partir du 15 ou vaccination à partir du 15 ? (Si ça bouge j'annule)	1
au centre de vaccination ils m’ont demandé aucun justificatif ? genre pq j’étais prioritaire ???? j’aurais pu me pointer en disant ce que je voulais en fait	1
"C'est pas parce qu'on a le droit de faire plus de 10km que c'est obligé.
En attendant la vaccination 🤞"	4
Mesures de déconfinement : étapes, vaccination, pass sanitaire, tout ce qu’il faut retenir https://t.co/aKKc5NEqDw https://t.co/oA7wglp3ic	1
Tenons bon !! + de 3 millions avec déjà une dose. 600.000 par semaine en mai et 1,2 millions/ semaine en juin. L’été va être beau 🤞 https://t.co/DX6oHBserd	1
Les réponse sous le tweet du roi Macron à propos des date de vaccination pour les 18 ans et plus c'est catastrophique ma parole	3
Vaccination: Les professionnels de santé s'affichent  https://t.co/SnuZHIgIOW	4
Par conte faut qu'on m'explique, pourquoi ils vont mettre en place un pass sanitaire alors que pour le moment toute la population n'a pas accès à la vaccination ?	3
#Deconfinement . Les jeunes peuvent faire des formes graves de Covid . Ce n est pas une grippette . Les jeunes fetards  prennent des risques pour eux et pour les autres ce sont des inconscients ... mais on rouvre tout avant de leur ouvrir la vaccination... bravo m Macron	1
#passeportSanitaire Oui ! Mais il faut ouvrir la vaccination à tout le monde alors 😚	1
"Bon je vois que y'a des centres de vaccination qui vaccinent quelque soit l'âge ou les antécédents médicaux un peu partout.
Est-ce que quelqu'un sait si y'en à Beauvais ou ailleurs dans l'Oise (60) svp ? Et est-ce qu'on peut/doit s'y inscrire en passant par DoctoLib ? 🤔"	1
💡 #VaccinationCovid c'est la vaccination contre le covid.	4
En fait, les mecs de @La_CSC ça leur manque trop de faire chier les gens. Ils voient ça comme un déconfinement (maintenant, vacciner les sportifs des JO pour 3 semaines d'image tv avant les enseignants, c'est n'importe quoi @alexanderdecroo) #vaccination   https://t.co/cf3Gpib0Q2	2
"➡️ Semaine mondiale de la vaccination du 24 au 30 avril 2021. 

Mobilisez-vous à nos côtés et sensibilisez le public à notre travail pour #EndPolio et montrer que #Lesvaccinscamarche.

➡️ faites un don sur
 https://t.co/6z9cRv9azU https://t.co/DtK8uMsQJM"	1
Créer un compteur mis à jour régulièrement avec les vies sauvées grâce à la vaccination ? On y travaille jusqu'à samedi, 17h !💉	1
J’ai ma dose d’AstraZeneca - et l’adresse pour l’after-party (la preuve de vaccination sert de laisser-passer) #w00t	1
"Même sentiments de chance ici 🇫🇷 de pouvoir me faire vacciner, même remontée à la surface larmoyante de sentiments refoulés pendant ces 13 derniers mois, et même reconnaissance envers tous ceux que j’ai croisés au centre de vaccination &gt; 😘🇨🇦 @kick1972 ⬇️
https://t.co/BrZVMSAsZj"	1
Depuis le début du mois de mars, 20 bénévoles de l’HGBG portent main forte aux centres locaux de vaccination contre la COVID-19 à Midland/Penetanguishene. Merci à tous les bénévoles qui œuvrent à cette importante initiative de santé publique dans la communauté! https://t.co/QAXZhc0B4W	1
Bonjour @Avocats_Paris Sommes-nous ENFIN devenu une profession méritant jeune vaccination prioritaire ? Prisons, tribunaux, cabinets...nos lieux et conditions de travail nous exposent ++++! Alors? #AstraZeneca cc @syndicatavocats @fnuja @CNBarreaux Merci!	1
ENFIN !! Après des semaines de galères on a pu trouver une date de vaccination pour mon père! Merci @ViteMaDose_off &lt;3	1
Est que quelqu'un sait si la Suède  a entrepris un campagne de vaccination ?	3
https://t.co/x9kL9wK9o4 - Actualités - Lancement de la vaccination anti Covid: Félix Tshisekedi, le 1er ministre, les présidents des deux chambres du Parlement... absents de la cérémonie https://t.co/8y5tslUrAO	4
Ptdrrrr le vaccin il rend les gens magnétique continuer a vous vacciner quand vous allez pisser du. SP98 faudra pas venir pleurer	2
Putain quel galère pour un rdv Vaccin	1
Si je meurs cette nuit c’est le vaccin	3
Grace au vaccin ou a la saisonnalité du virus ? Pas grace au confinement c’est totalement inutile et ne parlons même pas du couvre-feu qui est lui contre productif https://t.co/2wFFVaq75M	2
stylé j’arrive pas à dormir et demain je me lève à 7h pour un vaccin	1
"Première dose du vaccin j’ai eu le Pfizer il en manque une 🙂trop content 
#vaccinate"	1
la douleur sur le bras a cause du vaccin me fait perdre le sommeil alors que jsuis giga fatiguée	1
je vais faire le vaccin j’ai trop peur	1
J'ai fait les files Tomorrowland, j'ai chopé des PS5, mais alors une place pour le Vaccin à Paris là c'est encore un autre level.	1
"Témoignage de Philippe Merle - Décès de son fils post vaccin anti-covid

https://t.co/GIvtglkbj5"	3
Mbappe sur sa photo du vaccin il a une boule a Z , dans sa story insta juste après et a clairefontaine il a des cheveux ?? L’ÉTAT nous manipulent ils ?? https://t.co/TylPulrWbD	2
Vaccin fait il y a deux jours et j’ai toujours mal au bras, je suis une fragile	1
Deuxième dose de vaccin aujourd’hui #VaccinationCovid	1
On m’a demandé de partager des faux certificats de vaccin mais c’est dead	4
Une maladie, Coronavirus-Covid19, la Chine a son vaccin, les Américains ont leur vaccin, la Russie a  son vaccin, l'Angleterre a son Vaccin, l'Europe a son vaccin. Dans tout ça comment choisir le bon? Comment ne pas comprendre qu'il faut absolument s'abstenir de se piquer cetruc?	2
le vaccin m’a épuisé je suis dans un état depuis 14h c woa	1
Pour ceux et celles qui ont déjà fait le vaccin pfizer, est ce que vous avez eu de fortes nausées le lendemain ??	3
Lendemain du vaccin (Pfizer), j'ai mal au bras comme si j'avais dormi dessus ! Sinon tranquille ! Azy ça dure combien de temps cette sensation ?	1
wsh apparemment vu que j’ai déjà été testé positive au covid j’ai besoin d’une seule injection du vaccin 🤨	1
Les anti-vax qui pensent qu’on nous injecte la 5g ok c’est ridicule mais on peut pas blâmer les sceptiques et les frileux du vaccin quand on a eu le Mediator, Diane 35, Alli, le vaccin contre l’hépatite B, le distilbène et j’en passe	3
"""Vite Ma Dose : comment trouver une dose de vaccin à la dernière minute près de chez vous"" (no replies) https://t.co/aSlOaRaY4P"	1
Le vaccin la il m’a casseeer Chui excrément faible ptdrrrrr . Genre Chui épuisé et c’est tout	1
Putain, j'ai mal au bras, j'ai jamais eu aussi mal après un vaccin	1
ah oui j'ai reçu ma première dose de vaccin	1
Sa fesait longtemps j’ai pas fait de vaccin je tremblais comme si on allait me tabasser 😭😭😭	1
L'organisme Codvax se sont engagés à envoyer des millions de doses de vaccin AstraZenaca en Haïti vers la fin juin début juillet. Regarder comment Haïti va se transformer en hécatombe😡😡😡😡😡😡😡 (Mark my word)	2
Le vaccin est rendu obligatoire pour aller au Maroc ?	3
sérieux c quoi cette connexion j’espère que le vaccin y a vrm la 5G dedans	4
"@sante_qc 

J'ai reçu le vaccin AZ en 1ère dose et je veux m'assurer de recevoir AZ en 2ième dose aussi. 

Comment je fais pour m'en assurer quand j'entend qu'on pense envoyer les AZ qu'on a vers d'autres pays? 

Je ne veux pas de mix et ça, c'est important pour moi."	1
J’ai enfin trouvé un rdv pour le vaccin du Covid	1
ceux qui disent que le vaccin fait mal je vous vois en bizarre	1
Ptn j’ai trop mal au bras merci le vaccin	1
Mon uber driver qu’il me parle du vaccin SIR please can you not	3
"Quand votre chaton atteint l’âge d’un an, votre vétérinaire devra effectuer un second rappel contre le Coryza, le Typhus, la Leucose et la rage si nécessaire. Ces rappels seront par la suite à renouveler tous les ans.
#vaccin #veterinary #veterinaire #taxianimalier #taxi https://t.co/XYhQujhxJq"	4
J'ai ma première dose de vaccin ce samedi !	1
J'ai eu ma première injection du vaccin finally	1
2021/050 L&amp;apos;Aile à Stick vous décrypte la fiche technique du vaccin COVID-19 de chez Pfizer https://t.co/qyv7Z3NJjm	2
"#Benzema les fachos ont dessert tweeter quand ils ont vu le tsunami de tweets en faveur de son retour....
Si ça pouvait avoir le même Impact sur le #COVID19 ça serait Super #eradicationdesfachos 
#BenzemaEnEDF 
#Benzemaisback le vaccin #antifachos 🤷🏻‍♂️🥳🥳🥳🥳🥳"	4
Est on obligé de faire ses deux injections dans le même centre ? #vaccin	1
Si seulement le vaccin pouvait me faire avoir ce foutu diplôme	3
bon bah première dose de vaccin faite	1
Vacciné depuis tout à l’heure, à la Halle aux toiles. Médecin et infirmière parfaites. Sympathiques et efficaces. Avec le petit café en plus après. Merci aux équipes. Prêt à voter en Juin sans appréhension, grâce à vous. #Rouen #COVID19France #Vaccin	1
vous voyez prendre des rdv pour le vaccin c’est la même chose quand la sonnerie sonne 12h pour aller manger à la cantine, tout le monde saute dessus	3
Cette abrutis qui porte des lunettes de soleil à l’intérieur utilise comme propagande un grosse de 12 ans pour faire la promotion du vaccin, ces gens sont à vomir 🤢🤮 https://t.co/v8QKcCibVO	2
1er jour avec le vaccin, et jsuis toujours pas un titan... Quelle déception	1
Et hop demain vaccin, pas le temps de niaiser ici 🤭	1
Ce que je critique est le fait de se mettre a genoux pour conveincre a ceux qui voulent pas 🥵en ignorant ceux qui voulent le vaccin 🧠Vaccination contre le Covid-19 en Wallonie et à Bruxelles : à qui le tour maintenant ? https://t.co/5K8sIOZEci vía @rtbfinfo	1
Pas facile à avoir mais j'ai enfin un rdv, ce jeudi, pour ma première injection du #Vaccin !! #VaccinationCovid #PfizerBiontech	1
Dites, vous arrivez à avoir des doses de vaccin du jour au lendemain vous?  #VaccinationCovid #Vaccin #vitemadose #COVID19	1
"C'est dingue comment les experts pharmaceutiques de twitter ""en compte anonyme"" sont médisant face à des français tout simplement normales. Ils devraient connaître la compo du vaccin ???? Sérieusement ?  Des Jean Moulin modernes ces gens. https://t.co/3EXGht5MQN"	3
Et hop un effet secondaire du vaccin : envie de bouffer un kebab	1
"Moi : *attend les 15mins après le vaccin*
 
10min après :
*gars qui convulse derrière moi*"	1
Mon chat a fait son vaccin il fait que dormir c'est normal ?	4
J’aime trouver un créneau pour le vaccin pour qu’il disparaisse devant mes yeux 🙃🙃🙃 #tousanticovid	1
Le vaccin ca m’a pas fatigué du tout je suis dans un mojo la	1
Si demain j’me lève pas comme ça avec ce vaccin https://t.co/nuH4NmlUMw	4
Je suis mitigée à propos du vaccin. Je sais pas si je le fais ou non!!!	3
J’ai fait ma première dose de vaccin pour rien Check ✅	1
J’ai trop mal au bras depuis hier a cause d’leur vaccin de merde Jvais serrer	1
je suis encore dans le gaz du vaccin ptn j’en ai marre	1
#ÉtatsUnis: un vaccin contre le #Covid19 peut faire gagner un million de dollars.- #Juno7 #J7Mai2021 https://t.co/PABs866Arw	4
le vaccin dans mon bras actuellement https://t.co/M8VP8gGsJt	1
Un vaccin efficace contre tous les coronavirus et tous les variants bientôt disponible ? https://t.co/vlVBQ00hxW	3
Rendez-vous pour le vaccin pris 💉	1
RDV PRIS POUR LE VACCIN VAMOSSSSSSSS	1
@LModernizee Tu te souviens comment j'étais contente d'avoir mon rendez-vous pour mon vaccin covid....... Ben c'est vendredi!! J'ai jamais trouvé un mois aussi long.😬	1
MA MERE VEUT QUE JE FASSE LE VACCIN AHHH LACHE MOI MON POUSSIN	2
J'ai rendez-vous DEMAIN pour mon vaccin. ENWEILLE DONC !!! 🤩🤩🤩	1
omg c demain pas mardi mon vaccin	1
Quand on ne sait pas gérer une maladie infectieuse, on nous sort le coup du vaccin ! Il est déjà difficile de vacciner correctement contre la grippe, alors contre un nouveau virus. Honnêtement la chance qu'un vaccin pour une maladie émergente devienne un outil de santé publique..	2
Est-ce que je suis la seule à rêver quotidiennement du vaccin et de Macron ??	4
Bon, j'ai peut être moyen de le faire vacciner ce mois-ci, encore faut il que je saches quel vaccin faire ? 🤷	1
"#merci au @sdis80 pour l’organisation et l’accueil, ma première injection #VaccinationCovid faite !
@Somme_fr #covid #Covid_19 #sdis #Vaccin https://t.co/EcQYf6gC63"	1
La deuxième dose du vaccin elle est vraiment coriace cette pute comment les vieux peuvent s’en sortir?	3
mon padre et moi ça fait 2 h on débat sur le vaccin	4
J’en vois beaucoup qui courent se faire vacciner non pour des raisons médicales mais en espérant que comme ça on nous fichera la paix plus vite. Pouvoir reprendre vite l’avion et qu’on les emmerde plus au frontières...  est-ce une bonne raison? #COVID19 #Vaccin	3
Les antivax lors de la découverte du vaccin contre la rage, ils auraient l'écume à la bouche et en seraient fiers.	1
J'essaie de booker un vaccin, c'est pas tres different d'essayer de choper des places de concert pour RATM	1
Ptn donnez vaccin Jveux être vaccinée et vivre	1
Je viens de recevoir mon invitation officielle pour le vaccin (j'ai déjà rv demain), ça accélère sec en Belgique 👌	1
Sinon cimer le vaccin j’ai archi mal au bras 😭	1
"Les gens font encore la blague vaccin/5G et toutes ses variations dès que possible

Je comprends pas comment on peut rire aussi longtemps de la même blague, ça me dépasse"	1
demain ça va aller gratter un vaccin à l’hôpital https://t.co/p2PRgUML9s	1
Votre vaccin tant que je n'ai pas vu le bilan sur la population avant 1 an/ 1 an et demi je ne me vaccinerais jamais de votre vie	2
Aujourd’hui, reçu la deuxième injection vaccin 💉 astrazeneca ! pour le bien de nous tous, j’encourage vraiment tous ceux qui le peuvent à se faire vacciner 😉	1
@MebarekNora bonjour madame la députée, pourquoi avoir voté contre la levée des brevets pour le vaccin contre le vivid?	3
"Tous les jours je vois des jeunes adultes qui montrent la piqure du vaccin covid-19 avec une quote ""maintenant je peux capter la 5G""

J'espère que les français seront pas aussi lourds que ça putain c'est pas drôle surtout quand tout le monde le fait"	1
2700 doses de vaccin proche de chez moi, et je ne peux littéralement pas me faire vacciner ! #VaccinationCovid https://t.co/gWJUEH08rv	1
"Aux Etats-Unis, pour obtenir un emploi le vaccin sera obligatoire – Economie | L'Opinion

😶‍🌫️ adios ✌🏻 https://t.co/OxHysQEh5e"	3
Qu’est-ce qui t’énerve dans la vie de tt les jours ? — Les complotistes, qui monte la tête des gens innocent contre le vaccin du Covid !  https://t.co/zulgQXxpnF	1
"""Le vaccin ne fait pas mal et est sans danger""

Le vaccin : https://t.co/vxdKXhGV9y"	4
Il faut reconnaître qu'on avait commencé bien avant les autres avec des intraveineuses de Saint Emilion tous les soirs. On n'est pas ici par hasard !! #Onestcheznous #Bordeaux #Teamchocolatine #Vaccin https://t.co/8IGCh1d9lA	4
#mikl en Inde après Brasil ça devient catastrophe avec le covid et ça répandu en Belgique et le vaccin paraît il fait aucun effet sur le varian de l'inde	1
"«Le temps est venu de partager»: Macron annonce l’envoi en Afrique de doses d’AstraZeneca, un vaccin dont les Français se méfient de plus en plus. 

«Nous avons une responsabilité à l’égard du reste du monde», a-t-il estimé. @sputnik_fr ,@EmmanuelMacron"	3
"Bilan de la pandémie (so far)
0 symptôme
1 test PCR (au boulot)
0 test salivaire
1 dose de vaccin
0 contrôle d'attestation 
0€ d'amende 
et vous ??"	3
"Hier un pote sur un groupe de couteaux a écrit ""ça y est j'ai ma première dose (de vaccin NDMB) c'est cool"" (il a genre 55 piges) et un autre gars lui réponds ""tu veux pas aller voir du côté de la médecine chinoise ou de l'acupuncture ?""
L'acupuncture. Contre le covid."	3
"Vaccin AstraZeneca : 5 nouveaux cas de caillots sanguins en France - https://t.co/nM2d1uKevX

Déjà pourquoi l’appeler vaccin puisqu’on peut attraper le #Covid19 , que l’on doit continuer à porter un masque 😷 et que l’on peut continuer à le transmettre ?  https://t.co/BDq1rveRMM"	2
Talc et cancer : Johnson &amp; Johnson condamné à payer 2,1 milliards de dollars @olivierveran @EmmanuelMacron c'est à eux qu'il faut faire confiance pour un vaccin? https://t.co/dq4sULf5mK	2
"Épernay : 140 personnes reçoivent une injection de sérum physiologique au lieu du vaccin Pfizer 

Les infirmières vérifient ce qu'elles injectent🤔

➡️Prochain scandale du chlorure de potassium à la place du vaccin
https://t.co/FgfNnKHRbM via @le_Parisien"	4
"""Je suis venu me faire vacciner avec le vaccin de Madonna"" 😄
#entenduencentredevaccination #Moderna #PfizerBiontech #AstraZeneka"	3
Le vaccin pas efficace grave. Effet contraire voir plus mortel d'être vacciné, ils doivent faire le point pour continuer à vacciner.	2
Ok il y a une crainte autour des effets secondaires du vaccin mais c’est pareil pour les pilules contraceptives et les gens s’en foutent . Pourtant les effets secondaires sont tout aussi nombreux 🤦‍♂️ #reta	1
"vaccin #Janssen : &lt;&lt;L’EMA invite les professionnels de santé qui administreront le vaccin Janssen à « être conscients de la possibilité que de très rares caillots sanguins [...] se produisent...&gt;&gt; =&gt; à ""être conscient"" ? et donc on regarde mourir ou on donne un anticoagulant ?"	4
J’ai eu ma première dose de vaccin ce matin, j’ai pleuré de joie, voilà https://t.co/ggOQs9Jk5Y	1
envie de respecter les opinions de tout le monde mais les anti vaccin vous cassez profondément des couilles	1
"Ook trombose gevallen #Mannen en #vrouwen 
tot 74 #jaar  #Veilig #boven 65 #jaar ???? Vaccin AstraZeneca : trois questions sur les neuf nouveaux cas de thromboses recensés par l'ANSM https://t.co/PPZlt8SZ5L via @franceinfo"	3
"Vous croyez que les personnes qui refusent le vaccin sont les mêmes qui refusent les restrictions aux règles sanitaires ?
Ça serait genre hyper giga super con !
Oh... j'suis sûr qu'il y en a, après tout ce qu'on a pu voir pendant cette pandémie."	1
"😡😡😡

De 12 euros, la dose de vaccin Pfizer contre le Covid-19 est passée à 15,50 euros -  Son patron défend le prix élevé qui pourrait bientôt passé à près de 20 euros ! https://t.co/bNE5ghrblz via @morandiniblog"	3
"🗞 article du jour : l’Europe pourrait ne pas renouveler son contrat avec le vaccin #AstraZenaca 
.
🔜 Suite de l’article 👉🏼 https://t.co/75UElp0QJZ
📸©️AFP 
.
#tomdiamondfr https://t.co/GS2jBu8JhA"	3
#Pfizer  en fait le vaccin Pfizer est de l'héro : dès la première piqure on a besoin d'une 2ème, puis d'une 3ème, et ensuite une tous les 6 mois, puis tous les 3 mois, puis tous les jours. La sécu qui paye un dealer en somme.	2
"Vai ficar tudo bem 😬

Résistance au vaccin, circulation en France, létalité : 3 choses à savoir sur le variant brésilien : https://t.co/oeUP4BoNqr"	4
@LPGeek tu viens juste de promouvoir un passeport vaccin!!! Really?!? Pas que je suis anti vaccin, mais tu dois laisser le choix.. pas tort le monde qui est vacciné aux US @919sports	3
trop hâte que ce vaccin me ZOUKE dans les veines	1
"Réplique de la semaine dans C dans l'air :
« Les chinois qui annoncent que leur vaccin ne serait en fait fiable qu’à 50%, n’est pas une terrible chose à annoncer ?
-Écoutez, on ne va pas critiquer les chinois de faire preuve d’un peu de transparence... »"	3
"Bien plus grave que ces histoires de vaccin ou de plainte
Une pensée pour Truchiotte qui a les mains pleines de merde avec son chiare 🤣💩💩#GGRMC https://t.co/TWlbOumNUA"	4
J'ai tellement de tout ce qui pique que j'ai demandé à mon médecin un patch pour bébé/enfants quand on fait un vaccin je suis un boloss	1
Espérons que le vaccin @JanssenFRA, qui va bientôt être dispo, soit plus efficace que leurs patchs de Fentanyl qui restent COLLÉS dans le sachet mais qui ne collent pas à la peau 👌🏼✌🏻	3
C’est pas j’accompagne ophelie pour son vaccin je voie y’a pleins de monde ?? J’ai eu un rush de phobie mdr j’me suis cacher	4
"Mel Gibson s'est fait vacciner et sa réaction exclusive ! 
https://t.co/FybGaGfLCe

#parodie​ #braveheart​ #vaccin​ #astrazeneca​ #covid​ #pfizer​ #moderna​ #johnson​ #raoult​ #chloroquine"	4
on dit que le QI baisse en France... ça se vérifie vraiment en écoutant ce chouplet J.Bardella...@BFMPolitique  quand il s'exprime sur le vaccin... et sur d'autres sujets	1
La #France passe d’inventeur de #vaccin à sous-traitant #GlowDown	4
Le vaccin n'a jamais été testé, vous êtes donc les cobayes. Allez-y faites vous vacciné et reposez en paix ensuite https://t.co/rn6VGT2Do8	2
"Quelqu'un peut m'expliquer pourquoi à Gatineau, quand tu veux prendre un rdv pour le vaccin, les cases pour le 24-25-26-30 avril sont vides. 

Pas que c'est complet. Il n'a jamais été possible de s'inscrire pour ces journées-là. Pourquoi? 

Peut-être @justinemercier a la réponse?"	1
Le 100'000 ème Vaudois a reçu sa première dose de vaccin il y a quelques secondes 🙌 https://t.co/TYFu64ELPX	1
Concernant le vaccin ASTRAZENECA comme tout autre nouveau vaccin ,le manque de données et d'informations , fait que beaucoup de de points restent flous !!!	3
"ALERTE ! LE VACCIN NE SERT A RIEN. Il empêche votre corps de se défendre tout seul !!!
Seul la vitamine D vous protège !!!"	2
Kratos dans god of war après avoir reçu le vaccin https://t.co/W4f99A9ZnG	4
"Ma mére de 85 ans, ex infirmière, à eu son vaccin aujourd'hui. Son bilan? ""C'est comme à la télé; tous gnangnan, on te parle comme à un enfant""."	1
EN DIRECT - Covid-19: plus de 9 millions de Français ont reçu leur première dose de vaccin https://t.co/4vEn12muua via @BFM Il est plus que temps que La vaccination se généralise en France et à toute allure .	3
Données Vidal sur le vaccin Pfizer au 10 janvier 2021 Données Vidal sur le vaccin Pfizer au 28 mars 2021 https://t.co/nKHbiB70hC	3
"Idée a la con : pourquoi on a pas essayer de faire des vaccinodromes pour pouvoir accéder aux festivals d’été ? 
Tu achètes ton billet pour aller au concert, et tu as ton vaccin gratuit... 
En pratique tu montres ton billet, on te vaccine, et tu peux aller au concert..."	1
@profamirattaran, @liberal_party, @JustinTrudeau  racism at it's finest. Y a-t-il un vaccin contre l’anglicisation? | JDM https://t.co/dup6FMtimw	4
"✍🏻 “Choses à faire pendant le verrouillage.
1) Utilisez ce vaccin...” https://t.co/uPmIjhL69Z"	4
@MymanPipou t'as entendu? t'as le droit au vaccin	1
"Lancement de la campagne de vaccination contre la Covid_19 au Mali : Mme le ministre de la santé et du développement social reçoit la première dose du vaccin.

Félicitations aux autorités de la transition pour l'initiative.

#VaccinCovid19
#MaliPremièreDose https://t.co/l4jWl0GAoB"	1
Le vaccin ils en ont produit un, et près de 50 % de la population est vaccinée. mais j'oubliais on est les meilleurs. Sinon, on est tous le cochon de quelqu'un. Toi, par exemple...	4
"On arrête le massacre avec ce vaccin ???
@EmmanuelMacron
@JeanCASTEX
@olivierveran 
Décès après un vaccin AstraZeneca à Annecy : ""Il a ressenti des douleurs 30 minutes après l'injection""  
https://t.co/E2Uese67YB"	2
